x_m y_m z_m T_K G_Kpm V_mps dTdt_Kps
-3.000000e-03 4.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.500000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.500000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.500000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 4.500000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 5.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 5.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 5.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 5.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-3.000000e-03 5.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.500000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.500000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.500000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.500000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.000000e-03 0.000000e+00 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.500000e-03 -1.500000e-03 1.123002e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.500000e-03 -1.000000e-03 1.123004e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.500000e-03 -5.000000e-04 1.123007e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.500000e-03 0.000000e+00 1.123009e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.000000e-03 -2.000000e-03 1.123005e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.000000e-03 -1.500000e-03 1.123019e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.000000e-03 -1.000000e-03 1.123047e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.000000e-03 -5.000000e-04 1.123083e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -3.000000e-03 0.000000e+00 1.123100e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.500000e-03 -2.000000e-03 1.123038e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.500000e-03 -1.500000e-03 1.123142e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.500000e-03 -1.000000e-03 1.123362e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.500000e-03 -5.000000e-04 1.123638e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.500000e-03 0.000000e+00 1.123770e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.000000e-03 -2.000000e-03 1.123202e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.000000e-03 -1.500000e-03 1.123755e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.000000e-03 -1.000000e-03 1.124943e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.000000e-03 -5.000000e-04 1.126433e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -2.000000e-03 0.000000e+00 1.127151e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.500000e-03 -2.000000e-03 1.123743e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.500000e-03 -1.500000e-03 1.125794e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.500000e-03 -1.000000e-03 1.130228e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.500000e-03 -5.000000e-04 1.135808e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.500000e-03 0.000000e+00 1.138504e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.000000e-03 -2.000000e-03 1.124891e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.000000e-03 -1.500000e-03 1.130145e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.000000e-03 -1.000000e-03 1.141554e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.000000e-03 -5.000000e-04 1.155961e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -1.000000e-03 0.000000e+00 1.162934e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-04 -2.000000e-03 1.126317e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-04 -1.500000e-03 1.135573e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-04 -1.000000e-03 1.155730e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-04 -5.000000e-04 1.181239e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -5.000000e-04 0.000000e+00 1.193599e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.336809e-18 -2.000000e-03 1.127001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.336809e-18 -1.500000e-03 1.138183e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.336809e-18 -1.000000e-03 1.162561e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.336809e-18 -5.000000e-04 1.193433e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 -4.336809e-18 0.000000e+00 1.208398e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-04 -2.000000e-03 1.126317e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-04 -1.500000e-03 1.135573e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-04 -1.000000e-03 1.155730e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-04 -5.000000e-04 1.181239e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-04 0.000000e+00 1.193599e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.000000e-03 -2.000000e-03 1.124891e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.000000e-03 -1.500000e-03 1.130145e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.000000e-03 -1.000000e-03 1.141554e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.000000e-03 -5.000000e-04 1.155961e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.000000e-03 0.000000e+00 1.162934e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.500000e-03 -2.000000e-03 1.123743e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.500000e-03 -1.500000e-03 1.125794e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.500000e-03 -1.000000e-03 1.130228e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.500000e-03 -5.000000e-04 1.135808e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 1.500000e-03 0.000000e+00 1.138504e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.000000e-03 -2.000000e-03 1.123202e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.000000e-03 -1.500000e-03 1.123755e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.000000e-03 -1.000000e-03 1.124943e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.000000e-03 -5.000000e-04 1.126433e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.000000e-03 0.000000e+00 1.127151e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.500000e-03 -2.000000e-03 1.123038e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.500000e-03 -1.500000e-03 1.123142e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.500000e-03 -1.000000e-03 1.123362e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.500000e-03 -5.000000e-04 1.123638e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 2.500000e-03 0.000000e+00 1.123770e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.000000e-03 -2.000000e-03 1.123005e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.000000e-03 -1.500000e-03 1.123019e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.000000e-03 -1.000000e-03 1.123047e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.000000e-03 -5.000000e-04 1.123083e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.000000e-03 0.000000e+00 1.123100e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.500000e-03 -1.500000e-03 1.123002e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.500000e-03 -1.000000e-03 1.123004e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.500000e-03 -5.000000e-04 1.123007e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 3.500000e-03 0.000000e+00 1.123009e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.000000e-03 0.000000e+00 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.500000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.500000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.500000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 4.500000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.500000e-03 5.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.500000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.500000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.500000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.500000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.000000e-03 -5.000000e-04 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.000000e-03 0.000000e+00 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.500000e-03 -2.000000e-03 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.500000e-03 -1.500000e-03 1.123003e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.500000e-03 -1.000000e-03 1.123007e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.500000e-03 -5.000000e-04 1.123012e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.500000e-03 0.000000e+00 1.123014e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.000000e-03 -2.000000e-03 1.123008e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.000000e-03 -1.500000e-03 1.123029e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.000000e-03 -1.000000e-03 1.123076e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.000000e-03 -5.000000e-04 1.123134e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -3.000000e-03 0.000000e+00 1.123162e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.500000e-03 -2.000000e-03 1.123061e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.500000e-03 -1.500000e-03 1.123231e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.500000e-03 -1.000000e-03 1.123603e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.500000e-03 -5.000000e-04 1.124073e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.500000e-03 0.000000e+00 1.124301e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.000000e-03 -2.000000e-03 1.123332e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.000000e-03 -1.500000e-03 1.124273e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.000000e-03 -1.000000e-03 1.126345e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.000000e-03 -5.000000e-04 1.128986e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -2.000000e-03 0.000000e+00 1.130270e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.500000e-03 -2.000000e-03 1.124253e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.500000e-03 -1.500000e-03 1.127847e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.500000e-03 -1.000000e-03 1.135829e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.500000e-03 -5.000000e-04 1.146075e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.500000e-03 0.000000e+00 1.151077e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.000000e-03 -2.000000e-03 1.126250e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.000000e-03 -1.500000e-03 1.135674e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.000000e-03 -1.000000e-03 1.156756e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.000000e-03 -5.000000e-04 1.183968e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -1.000000e-03 0.000000e+00 1.197293e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-04 -2.000000e-03 1.128773e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-04 -1.500000e-03 1.145627e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-04 -1.000000e-03 1.183514e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-04 -5.000000e-04 1.232594e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -5.000000e-04 0.000000e+00 1.256673e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.336809e-18 -2.000000e-03 1.129995e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.336809e-18 -1.500000e-03 1.150463e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.336809e-18 -1.000000e-03 1.196555e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.336809e-18 -5.000000e-04 1.256338e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 -4.336809e-18 0.000000e+00 1.285687e+03 1.561914e+06 2.740776e-02 -4.280856e+04
-2.000000e-03 5.000000e-04 -2.000000e-03 1.128773e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-04 -1.500000e-03 1.145627e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-04 -1.000000e-03 1.183514e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-04 -5.000000e-04 1.232594e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-04 0.000000e+00 1.256673e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.000000e-03 -2.000000e-03 1.126250e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.000000e-03 -1.500000e-03 1.135674e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.000000e-03 -1.000000e-03 1.156756e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.000000e-03 -5.000000e-04 1.183968e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.000000e-03 0.000000e+00 1.197293e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.500000e-03 -2.000000e-03 1.124253e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.500000e-03 -1.500000e-03 1.127847e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.500000e-03 -1.000000e-03 1.135829e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.500000e-03 -5.000000e-04 1.146075e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 1.500000e-03 0.000000e+00 1.151077e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.000000e-03 -2.000000e-03 1.123332e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.000000e-03 -1.500000e-03 1.124273e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.000000e-03 -1.000000e-03 1.126345e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.000000e-03 -5.000000e-04 1.128986e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.000000e-03 0.000000e+00 1.130270e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.500000e-03 -2.000000e-03 1.123061e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.500000e-03 -1.500000e-03 1.123231e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.500000e-03 -1.000000e-03 1.123603e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.500000e-03 -5.000000e-04 1.124073e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 2.500000e-03 0.000000e+00 1.124301e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.000000e-03 -2.000000e-03 1.123008e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.000000e-03 -1.500000e-03 1.123029e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.000000e-03 -1.000000e-03 1.123076e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.000000e-03 -5.000000e-04 1.123134e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.000000e-03 0.000000e+00 1.123162e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.500000e-03 -2.000000e-03 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.500000e-03 -1.500000e-03 1.123003e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.500000e-03 -1.000000e-03 1.123007e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.500000e-03 -5.000000e-04 1.123012e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 3.500000e-03 0.000000e+00 1.123014e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.000000e-03 -5.000000e-04 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.000000e-03 0.000000e+00 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.500000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.500000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.500000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 4.500000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-2.000000e-03 5.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -5.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -5.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -5.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -5.000000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -5.000000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.500000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.500000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.500000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.500000e-03 -5.000000e-04 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.500000e-03 0.000000e+00 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.000000e-03 -2.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.000000e-03 -1.500000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.000000e-03 -1.000000e-03 1.123000e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.000000e-03 -5.000000e-04 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -4.000000e-03 0.000000e+00 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
-1.500000e-03 -3.500000e-03 -2.000000e-03 1.123001e+03 0.000000e+00 0.000000e+00 0.000000e+00
